Theoretical_m/z,Composition,Glycan_class,H,N,F,Sialic-acid_state,Adduct,Glycan_Chemistries
2945.042,H6N8G1,Bisected penta-antennary,6,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2945.0672,H5N6F4S1,Bisected tri-antennary / Tetra-antennary,5,6,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2945.0784,H6N5F2Sm1Gm1,Bisected bi-antennary / Tri-antennary,6,5,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2945.0784,H6N5F2Sd1Ga1,Bisected bi-antennary / Tri-antennary,6,5,2,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
2945.0784,H6N5F2Sa1Gd1,Bisected bi-antennary / Tri-antennary,6,5,2,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
2945.9637,H6N5S3Na2,Bisected bi-antennary / Tri-antennary,6,5,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2946.0624,H7N8F1,Bisected penta-antennary,7,8,1,n/a (no sialic acid),[M+Na]+,Neutral
2946.9841,H5N5F3S1G1Na2,Bisected bi-antennary / Tri-antennary,5,5,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2946.9841,H6N5F2S2Na2,Bisected bi-antennary / Tri-antennary,6,5,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2951.0291,H5N8F1G1Na1,Bisected penta-antennary,5,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2951.0291,H6N8S1Na1,Bisected penta-antennary,6,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2955.1104,H6N5Sa1Sd2,Bisected bi-antennary / Tri-antennary,6,5,0,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
2956.0944,H5N8F1Gd1,Bisected penta-antennary,5,8,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2956.0944,H6N8Sd1,Bisected penta-antennary,6,8,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2957.0897,H6N5Sm2Gm1,Bisected bi-antennary / Tri-antennary,6,5,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2957.1148,H5N5F3Sd1Gd1,Bisected bi-antennary / Tri-antennary,5,5,3,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
2957.1148,H6N5F2Sd2,Bisected bi-antennary / Tri-antennary,6,5,2,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
2958.0737,H6N8Gm1,Bisected penta-antennary,6,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2958.0737,H5N6F2Sa1Ga1,Bisected tri-antennary / Tetra-antennary,5,6,2,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
2958.0737,H6N6F1Sa2,Bisected tri-antennary / Tetra-antennary,6,6,1,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
2958.0988,H5N6F4Sm1,Bisected tri-antennary / Tetra-antennary,5,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2960.0417,H5N6F2S1G1,Bisected tri-antennary / Tetra-antennary,5,6,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2960.0417,H6N6F1S2,Bisected tri-antennary / Tetra-antennary,6,6,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2960.0781,H5N6F4Ga1,Bisected tri-antennary / Tetra-antennary,5,6,4,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2960.0781,H6N6F3Sa1,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2961.0621,H5N6F4G1,Bisected tri-antennary / Tetra-antennary,5,6,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2961.0621,H6N6F3S1,Bisected tri-antennary / Tetra-antennary,6,6,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2961.9587,H6N5S2G1Na2,Bisected bi-antennary / Tri-antennary,6,5,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2962.0573,H8N8,Bisected penta-antennary,8,8,0,n/a (no sialic acid),[M+Na]+,Neutral
2962.9791,H6N5F2S1G1Na2,Bisected bi-antennary / Tri-antennary,6,5,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2966.0287,H5N6F2S2Na1,Bisected tri-antennary / Tetra-antennary,5,6,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2967.024,H6N8G1Na1,Bisected penta-antennary,6,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2967.0491,H5N6F4S1Na1,Bisected tri-antennary / Tetra-antennary,5,6,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2967.9457,H6N5S3Na3,Bisected bi-antennary / Tri-antennary,6,5,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2970.1101,H5N6F2Sm2,Bisected tri-antennary / Tetra-antennary,5,6,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2970.1101,H5N6F2Sa1Sd1,Bisected tri-antennary / Tetra-antennary,5,6,2,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
2971.1053,H6N5Sd2Ga1,Bisected bi-antennary / Tri-antennary,6,5,0,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
2971.1053,H6N5Sa1Sd1Gd1,Bisected bi-antennary / Tri-antennary,6,5,0,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
2972.0893,H6N8Gd1,Bisected penta-antennary,6,8,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2972.1145,H5N6F4Sd1,Bisected tri-antennary / Tetra-antennary,5,6,4,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2973.1097,H6N5F2Sd1Gd1,Bisected bi-antennary / Tri-antennary,6,5,2,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
2974.0686,H6N6F1Sa1Ga1,Bisected tri-antennary / Tetra-antennary,6,6,1,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
2974.0686,H7N6Sa2,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
2974.0937,H5N6F4Gm1,Bisected tri-antennary / Tetra-antennary,5,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2974.0937,H6N6F3Sm1,Bisected tri-antennary / Tetra-antennary,6,6,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2976.0366,H6N6F1S1G1,Bisected tri-antennary / Tetra-antennary,6,6,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2976.0366,H7N6S2,Bisected tri-antennary / Tetra-antennary,7,6,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2976.073,H6N6F3Ga1,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2976.073,H7N6F2Sa1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2977.057,H6N6F3G1,Bisected tri-antennary / Tetra-antennary,6,6,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2977.057,H7N6F2S1,Bisected tri-antennary / Tetra-antennary,7,6,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2978.0774,H7N6F4,Bisected tri-antennary / Tetra-antennary,7,6,4,n/a (no sialic acid),[M+Na]+,Neutral
2982.0237,H5N6F2S1G1Na1,Bisected tri-antennary / Tetra-antennary,5,6,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2982.0237,H6N6F1S2Na1,Bisected tri-antennary / Tetra-antennary,6,6,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2983.044,H5N6F4G1Na1,Bisected tri-antennary / Tetra-antennary,5,6,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2983.044,H6N6F3S1Na1,Bisected tri-antennary / Tetra-antennary,6,6,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2983.1417,H6N5Sd3,Bisected bi-antennary / Tri-antennary,6,5,0,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
2983.9406,H6N5S2G1Na3,Bisected bi-antennary / Tri-antennary,6,5,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2985.1097,H4N7F4Sa1,Bisected tetra-antennary / Penta-antennary,4,7,4,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2986.0937,H4N7F4S1,Bisected tetra-antennary / Penta-antennary,4,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2986.105,H5N6F2Sm1Gm1,Bisected tri-antennary / Tetra-antennary,5,6,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2986.105,H6N6F1Sm2,Bisected tri-antennary / Tetra-antennary,6,6,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2986.105,H5N6F2Sd1Ga1,Bisected tri-antennary / Tetra-antennary,5,6,2,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
2986.105,H5N6F2Sa1Gd1,Bisected tri-antennary / Tetra-antennary,5,6,2,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
2986.105,H6N6F1Sa1Sd1,Bisected tri-antennary / Tetra-antennary,6,6,1,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
2988.0107,H5N6F2S2Na2,Bisected tri-antennary / Tetra-antennary,5,6,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2988.1094,H5N6F4Gd1,Bisected tri-antennary / Tetra-antennary,5,6,4,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2988.1094,H6N6F3Sd1,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2990.0635,H7N6Sa1Ga1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
2990.0887,H6N6F3Gm1,Bisected tri-antennary / Tetra-antennary,6,6,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2990.0887,H7N6F2Sm1,Bisected tri-antennary / Tetra-antennary,7,6,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2992.0315,H7N6S1G1,Bisected tri-antennary / Tetra-antennary,7,6,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2992.0679,H7N6F2Ga1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2993.0519,H7N6F2G1,Bisected tri-antennary / Tetra-antennary,7,6,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2998.0186,H6N6F1S1G1Na1,Bisected tri-antennary / Tetra-antennary,6,6,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
